ID,prompt,rater_mean,rating_k,rating_j,rating_h,rating_n,word_count,readability,freq,aoa,prev,mtld,Story,DSI_ukwac,DSI_subtitle,DSI_baroni,DSI_glove,DSI_TASA,DSI_mean,DSI_bert
118,gloom-payment-exist,3,3,3,3,3,75,4.781166667,6.114166667,4.713627644,2.354927536,36.08739572,The couple bought their first home and it was the home of their dreams.  The worst part of buying a home though is the expensive mortgage they had to pay each month for 30 years!  The gloom set in as they sent in their first payment on the first of the month.  They were still thrilled that they would exist in this home for the next 30 years and paying it was all worth it.,0.708009721,0.869746672,0.858511679,0.658933143,0.947686435,0.80857753,0.798266219
119,gloom-payment-exist,2,1,3,2,2,70,4.704285714,6.016393443,4.921581009,2.327241379,60.91477273,"Lately, the world feels like doom and gloom to me. I exist to make payment after payment on all of the bills that I have. There seems like there is nothing fun to look forward to. I can't wait until I get all of these credit cards paid off so I can start saving money to take a nice vacation somewhere. That is something I look forward to every day.",0.69911385,0.873719749,0.873044754,0.680689276,0.958692887,0.817052103,0.806579576
120,gloom-payment-exist,3.333333333,5,1,4,NA,65,3.884230769,6.035245902,4.785684057,2.330508475,47.63888889,She knew that aliens exist for many years. The first time she was abducted was 15 years ago when she was a teenager. She was with her best friend and she had just gotten a child support payment and wanted to go out to the casino. She was feeling lucky. The last few months she was depressed and full of gloom. In the parking lot,0.723619038,0.890602709,0.873106484,0.69551711,0.967300919,0.830029252,0.787699073
121,gloom-payment-exist,3,3,3,2,4,58,6.837448276,5.71509434,5.524921327,2.322641509,85.62909091,"Today is a election day. Many Americans feel a sense of gloom and doom as they watch the news updates. We will soon find out if our democracy will still exist after today. If our chosen candidates should win, we owe a payment of gratitude to the political leaders in our party. We shall see what tomorrow brings!",0.768634292,0.889947232,0.879379192,0.706079679,0.96475095,0.841758269,0.804217588
122,gloom-payment-exist,3.25,3,4,3,3,81,3.223148148,6.085915493,4.577799675,2.336571429,57.37999048,"After all those years, today is the day I step out of the gloom. I will get dressed this morning and will have a small breakfast. Then I will take the train to the office and collect the last payment I'm owed. Then I will walk out in a street filled with the morning sun. And I will be free and start to exist in that new life. The one where I don't see gray faces every day of my life.",0.702583784,0.869513577,0.873443082,0.6750677,0.950400979,0.814201824,0.795834649
123,gloom-payment-exist,1.75,2,2,2,1,54,4.355333333,5.97490566,5.016566326,2.3314,68.04,It was a lousy day with tons of gloom and despair. The payment was due on his car but he was short. The late fee was going to be crazy. He was wondering if there was another way that exist that he can pay the bill. He looked at every possibilities but none existed.,0.749593476,0.902959701,0.892237543,0.738159906,0.971983407,0.850986807,0.80229629
124,gloom-payment-exist,4.5,5,4,5,4,58,6.137413793,5.854,4.917672288,2.332222222,108.2977778,"The mob boss decided he needed to collect a payment from the local lemonade stand.  The children watched him with gloom as he took all of their hard earned money.  They did not understand why such bad people could exist in the world.  When he was done, he knocked the lemonade over so they couldn't even sell anymore!",0.733894579,0.89433669,0.888723671,0.7497254,0.976232948,0.848582658,0.817676657
125,gloom-payment-exist,2.5,2,3,3,2,41,2.509939024,5.955128205,4.629086835,2.324324324,52.29777778,"He had missed his last payment on his car. He could not exist in his delivery job without it. He felt full of gloom. At his last house, the people tipped him $500 to make up for the missed payment.",0.753532018,0.886494558,0.883962547,0.712129701,0.954808139,0.838185393,0.79819616
126,gloom-payment-exist,2.75,2,4,3,2,92,5.309913043,6.160113636,4.259687211,2.324659091,34.30845246,"Jennifer was full of gloom on this rainy day in April.  She knew that her rent payment was late, and she knew that she had to trudge through this rain today to get to the office to drop it off.  It was not a fun thought, but she knew that it had to be done.  Sometimes things just exist in this world to make it more difficult, and the rain was one of those things today.  She put on her rain coat and boots, grabbed her umbrella, and headed out the door.",0.723885375,0.890492652,0.885294698,0.742083845,0.969338298,0.842218974,0.805201163
127,gloom-payment-exist,3.25,3,3,4,3,80,5.8425,6.076623377,4.813634727,2.312465753,57.47368421,"Chris was not sure he would make it to see tomorrow. When he woke up the gloom of the day was apparent in his heart and in the weather alike. Chris owed money to people you never want to owe money to. He was told if the mob did not receive payment by tomorrow he was done for. These people seemed to only exist for the sole purpose of luring people into bad decisions, and Chris was in one now.",0.745491888,0.894888956,0.894776608,0.748598266,0.981458483,0.85304284,0.817157829
128,gloom-payment-exist,1.5,1,2,2,1,52,3.549230769,5.993,4.644318458,2.315,87.39111111,Jake felt gloom washing over him all day at work. He had missed his last payment on his mortgage and was behind on bills. It was getting to the point where he didn't know if he wanted to exist or not. Things needed to change or else things might get much worse.,0.699993627,0.875386589,0.87034976,0.667466104,0.981685725,0.818976361,0.806632371
129,gloom-payment-exist,3.75,4,3,4,4,99,8.222909091,5.828350515,4.671563847,2.316777778,60.27285414,"Did the genie really exist, or was she imagining things? Dana felt some gloom the day after she met the genie and then never saw him again. She remembers the genie telling her to call on him if she ever needed to see him again by simply chanting ""Genie oh Genie, show yourself!"", but she felt silly at the thought. However, as she went to make her electric bill payment, she knew she could use some extra cash. She chanted the given words and he appeared right in front of her, ready to grant her the money she needed.",0.744785551,0.889559285,0.884412295,0.763652972,0.981994468,0.852880914,0.822723009
130,gloom-payment-exist,4.5,4,5,4,5,77,5.659155844,5.502753623,5.551466934,2.278208955,97.65411765,"He refused to pay. Payment had been condition on Shalimar proving that spectres did, indeed, exist. While she had tramped him through myriad manses full of gloom and dust, and past a hundred eerie scenes, concrete evidence of the existence of spirits was woefully lacking. Thus he refused to pay. When he told Shalimar she cursed at him through clenched teeth, than spat openly at his feet. He would end up ruing the day he crossed her.",0.841140819,0.909530607,0.905223446,0.894077345,0.980836677,0.906161779,0.843684308
131,gloom-payment-exist,3.75,5,2,4,4,74,5.968486486,6.049305556,4.607548534,2.319411765,55.8627451,A man was gloomy and sad. He was wondering why does he exist and what is his life purpose. He became curios about it and wanted to know more so he decided to take some personal developments classed. He made the payment for the courses and went to  see what he can learn from it. The lady that was teaching the class was very friendly and made the students feel welcomed and at ease.,0.788399679,0.897310035,0.894250579,0.76082001,0.975351344,0.863226329,0.801591412
132,gloom-payment-exist,3.5,4,4,2,4,68,7.259109589,5.715846154,5.217138888,2.268823529,86.31466667,There was a great gloom coming over the nation as the election was nearing its end. People feared the re-election of the giant baby-hating and woman-hating climate-change-dying ogre. Many people did not want to exist anymore if he won. People were rooting for a hero to come in and save them. Many people wanted their stimulus payment since many were suffering in this pandemic. The future is uncertain.,0.766529884,0.875737869,0.887137623,0.744692438,0.955607552,0.845941073,0.815246376
133,gloom-payment-exist,2.25,2,3,2,2,66,5.470121212,5.854827586,5.098812615,2.376037736,58.17567568,"Young Jennifer wish her payments to here credit card company didn't exist. She felt so gloomy from all the debt she wracked up within the last month. This is Jennifer's first credit card and she didn't know that payments occured each month. If she knew this, she wishes that she didn't know that credit cards existed. So she payed off the bill and learned her lesson.",0.772998156,0.870506709,0.883639712,0.780076363,0.95784459,0.853013106,0.810724407
134,gloom-payment-exist,2.5,1,4,1,4,66,3.360606061,6.07,4.899839508,2.333636364,59.30772379,"A sense of gloom lay upon me.  All I wanted was for this terrible HIT to be over with, so I could claim my payment, meagre as it was for the time I had invested.  I just want to move on from this, I want to forget that this survey exists.  That I exist, even.  Please, oh please GOD, just finish this nightmare!  Let me gooooooooo",0.715756025,0.878137951,0.875782847,0.741306006,0.970391503,0.836274867,0.81952393
135,gloom-payment-exist,4,4,5,3,4,77,5.863636364,5.884090909,4.837816621,2.352741935,80,"As darkness feel, gloom descended over the Grungley house. ""You mean you really didn't make the electricity bill payment?"" Mrs. Grungley asked. ""How could you possibly forget?"" Mr. Grungley continued to stare into space, as if she didn't even exist. Or maybe, it was simply so dark with the lights out that he couldn't see her. Mrs. Grungley muttered under her breath that perhaps he simply liked it dark so that he could better hide from her.",0.744958261,0.894210315,0.88010491,0.756251854,0.971782602,0.849461588,0.828546078
136,gloom-payment-exist,4.5,4,5,5,4,99,7.174292929,5.99525641,5.255272328,2.314567901,63.53453316,"""I do not exist.  I am thoroughly convinced of that fact.  People think I'm so full of gloom when I say that, but I have enough experience to know that everything I think I experience is false.  It is all an illusion, coming from where I don't know, but certainly there is nothing that can reasonably be defined as 'me' or 'reality.'  That, Mr. Customer Service Agent, is why I haven't made a payment on my cell phone plan in three months. But I do need to know why my data sp I'm being throttled when I watch YouTube.""",0.764230465,0.88782584,0.883591962,0.70860273,0.969604409,0.842771081,0.80964435
137,gloom-payment-exist,2.25,2,3,2,2,70,6.069285714,6.007258065,4.987330048,2.36559322,45.41800331,I was going over my bills and wanted to make sure that no outstanding bills exist.  I had made a payment to one of my utilities and was concerned that they may not have received.  A sense of gloom came over me as I worried that I may be late on my bill.  I looked it up and found out that my payment was received and I was very relieved.,0.771167252,0.89426494,0.890227884,0.729556474,0.963677297,0.849778769,0.780044513
138,gloom-payment-exist,1.75,1,2,3,1,54,3.481259259,5.796,5.168439223,2.344047619,45.77952756,"I feel gloom of the upcoming payment on my credit card. I decided to put a down payment on a new car. I didn't think this stress could exist. I was scared, I owed so much money. I didn't make that much, and i was building myself a hole I couldn't get out of.",0.779919143,0.893584153,0.890713722,0.729193768,0.972618193,0.853205796,0.789626218
139,gloom-payment-exist,3.25,4,3,2,4,36,4.636666667,5.878709677,4.705091328,2.354516129,41.46222222,It was a day of gloom. She didn't know if she could make her latest payment. She didn't know if she even wanted to exist. But then she ascended into transcedant light and became a butterfly.,0.721177718,0.86498384,0.870861152,0.707249129,0.96118299,0.825090966,0.786114617
140,gloom-payment-exist,1.5,1,2,2,1,33,3.003030303,6.011,4.621569166,2.276129032,57.0530597,Heny felt the doom and gloom of the day . He wished that he didn't exist . He was so depressed he went for a walk on the lonely street thinking of the payment he.,0.764085883,0.889815507,0.886669155,0.786945425,0.945377208,0.854578635,0.790628588
141,gloom-payment-exist,3.25,4,3,3,3,85,8.662205882,5.799756098,5.275222593,2.322894737,43.70283019,Today the stock market had a major  crash in stock prices. This caused a lot of gloom amongst traders and businesses in the market. Also this caused some investors to default on their mortgage  payment that they needed to make to pay their bills because they no longer had their money  This caused a lot of fear to exist within the market. Everyone was trying to figure out when the market was going to back to normal but no one knew the answer to that .,0.805858177,0.89112817,0.889020155,0.689150241,0.966072689,0.848245886,0.801280867
142,gloom-payment-exist,2.5,1,4,3,2,69,3.77326087,5.982307692,5.072051777,2.290535714,41.93863621,I exist in a state of gloom today.  I had to pay a payment that I couldn't afford because I had an emergency come up and I used the money I had set aside.  I had to borrow the money from a relative and I hate to do that.  Now I owe the money back and I will be in debt more than before.  I hope she's patient. Ugh!,0.746897634,0.891311585,0.888520054,0.739111993,0.945520837,0.84227242,0.785676225
143,gloom-payment-exist,3,2,4,3,3,65,5.155,5.713,5.035127231,2.342333333,83.79466667,"The sun had sunk below the tree line. Gloom set in on my small community. My payment to the electric company wasn't enough, it would be a dark night. I was determined to still exist, to succeed, to get another job. I'd bundle up, get up early, put on my best suit, and knock on business' doors, seeking employment. Even in darkness I would survive.",0.795228464,0.911659082,0.910618936,0.758698436,0.98115442,0.871471868,0.824314717
144,gloom-payment-exist,1.75,1,2,2,2,49,18.9322449,5.736857143,5.303581449,2.33375,46.50490196,"i felt a pervading sense of gloom knowing what was coming up.  i needed to make a payment on a loan.  and it wasn't a traditional loan either: it was from a local loan shark.  if i don't come up with the money soon, i'll wish i didn't exist!",0.799024334,0.902639672,0.888684253,0.751685109,0.964212889,0.861249251,0.798867189
145,gloom-payment-exist,2.5,2,2,3,3,42,3.11452381,5.78,5.353609462,2.338974359,43.45090909,My heart sunk and I felt gloom. I went to pay for my groceries and my payment was declined. There was fraud on my account! There were hackers around that soul reason to exist was to make my life a living hell!,0.789253861,0.909998608,0.910216525,0.784293482,0.974422994,0.873637094,0.788886868
146,gloom-payment-exist,2.25,2,2,2,3,47,3.641957447,5.984318182,4.76838228,2.311627907,80.64,The gloom almost seemed to hang in the air directly above her head.  Where ever she went it followed.  She wasn't sure how much longer she could exist with this left of despair.  She had to find a way to make the payment.  Everything depended on it.,0.732377617,0.893174544,0.883829412,0.691400441,0.977707361,0.835697875,0.806289236
147,gloom-payment-exist,1.75,1,3,2,1,47,4.558457447,5.734761905,5.288662245,2.347560976,56.22909091,"Dan needs to make a payment on his account, but not enough funds exist to make a full payment. Dan has become sad and full of gloom, worrying about the situation. His sister has offered to loan him the money. Dan will pay her back next month.",0.781377218,0.893607009,0.904712269,0.731878089,0.96779887,0.855874691,0.797742889
148,gloom-payment-exist,2.25,2,3,2,2,82,4.705853659,6.025538462,4.680305966,2.331884058,75.90447552,Today was a bad day for me. Everything had a gloom like haze film over it. I didnt get my payment in on time for my car so now i no it will be repoed any day and im just waiting. I wish i didnt exist at this point because if i lose my car i lose my job basically. Its very depressing. Hopefully i can ask someone for the money next time i should be more careful on my spending habits.,0.723260016,0.886687657,0.872844021,0.723811548,0.976696094,0.836659867,0.809945859
149,gloom-payment-exist,3,3,3,3,3,95,6.359736842,5.924367816,5.131450013,2.334767442,101.3276923,There exist two people in this world. One is a responsible user of money and the other can't help themselves. Sean falls in the latter and on time payment of his bills has been a problem plaguing him for most of his adult life. Despite all the doom and gloom of his attitude on financial responsibility there might be some hope for him yet. After cutting up his last credit card he vows to only spend on what he can afford and wean off credit for the remainder of the year. Let's see if Sean,0.807940778,0.902082069,0.910294371,0.76222773,0.982600671,0.873029124,0.81900812
150,gloom-payment-exist,2.25,2,3,1,3,60,5.403333333,5.77244898,5.137707008,2.349811321,82.79384615,"As she continued plugging along a the creative short stories, she felt a certain sense of gloom that only work on Mturk can create. But a payment of $5 is still a payment, so she kept at it. Maybe one day she'll just cease to exist and then she'll never log into Mturk again. That would be a dream.",0.762273485,0.886674028,0.887103907,0.708979702,0.965642709,0.842134766,0.823760906
151,gloom-payment-exist,3,1,3,4,4,32,0.805,5.912580645,5.337642836,2.33875,57.344,There was doom and gloom on planet Risk. They took all the risk and did not receive a payment. This was the end of their world. Now they will cease to exist.,0.764246071,0.883500187,0.890733388,0.722258361,0.956544938,0.843456589,0.777758122
152,gloom-payment-exist,2.25,3,2,2,2,104,6.996593407,5.871170213,5.29264808,2.336914894,88.4270557,"Throughout the pandemic, many people have lost their jobs. The payments they were used to getting in their paychecks each week before the pandemic hit are now replaced with either nothing, welfare benefits, or unemployment benefits. I'm sure that those who have lost so much have experience so much gloom lately. They can no longer make a mortgage payment. It is a relief that they still exist and have not given in to suicide. There has been so much depression because of something that no one on earth can control. I'm hoping and praying that the gloom will disappear once there is a vaccine.",0.773983261,0.88379229,0.888913866,0.712555208,0.965867837,0.845022492,0.823959981
153,gloom-payment-exist,2,2,3,2,1,66,2.747748918,5.929464286,5.365579522,2.291754386,52.51986755,It's that time of the month. I always feel a sense of gloom around this time. It's the time of the month when bills are due. I have to have a payment made on a specific date. A payment will keep my accounts current and not in collections. I do not want my debt to continue to exist so paying them off is essential. So I,0.767746196,0.878207156,0.873528758,0.655509295,0.942949692,0.823588219,0.787785472
1,organ-empire-comply,2.75,2,4,3,2,67,5.134507463,5.844677419,5.254855429,2.322295082,80.92,"There exists an order in the universe.  If one needs an organ, I must comply and donate my own.  In this overpowering empire of greed and destruction, the lowly poor like me must conform to the rule that the elite can take what they want.  So if I donate my organs, they won't come for me or take them by force.  I am afraid but will comply.",0.767525602,0.876419464,0.882480924,0.739780078,0.968083006,0.846857815,0.81963431
2,organ-empire-comply,1.5,1,2,2,1,31,2.658306452,5.988888889,5.052701894,2.316538462,71.68,I really need these people to comply with my rules. I don't want that organ on my property. I am kind and this is my empire here. They will obey soon.,0.754382587,0.876036864,0.874041915,0.688108158,0.986034733,0.835720851,0.772002793
3,organ-empire-comply,2,2,2,3,1,63,6.181142857,5.939827586,5.020988838,2.370175439,74.088,"My friend recently went abroad for vacation. He told that in that country, the empire create an act recently and announced it. Every citizen of the country should comply to this act. This act says that every man who died because of brain death should give their organs to the persons whose life is already in danger. I think this was really nice.",0.767351496,0.904979791,0.895562956,0.713390839,0.974718841,0.851200785,0.811166075
4,organ-empire-comply,4.25,5,4,5,3,61,5.011065574,5.728,5.229183196,2.325818182,69.45866667,"""you must comply!"" the robot yelled as he brought me to the ground.  The empire had sent him to harvest my liver.  In the year 2028 everything has changed. Livers are now the most sought after commodity as the elite are all drinking themselves stupid to ignore the harsh reality they were living in.  Other organs are sought after as well.",0.817062465,0.919206928,0.912957854,0.810406833,0.978722331,0.887671282,0.814539071
5,organ-empire-comply,3.5,4,3,3,4,67,6.793246269,5.776825397,4.83622632,2.299824561,59.19886364,"Sarah is an organ player for her group called ""Seabrook's Empire"", a musical group formed in her home town. She likes playing the organ and all but she does not like how she has to comply to her rude instructor's wishes and commands. One day she decides to just stop showing up for practice. Her group and instructor becomes furious at her but she does not care.",0.819093593,0.914189203,0.906164965,0.816347989,0.975228395,0.886204829,0.803482067
6,organ-empire-comply,4,4,3,5,4,93,5.427043011,6.198202247,4.428397793,2.364252874,36.44182144,"As the organ played, I walked out onto the balcony to look over my empire. All the people of the land knew to comply and be there for the ceremony. That day would be the day we would plant the tree of life and all would be young that would touch it. The tree was small considering the power it would have but all screamed for joy when they saw it. It brought happiness to the entire land. After it was planted, all came to touch it and were made atttractive and young.",0.75432074,0.904017694,0.897685916,0.748428555,0.966721135,0.854234808,0.81026669
7,organ-empire-comply,2.666666667,1,3,4,NA,58,5.066206897,5.803018868,5.206183025,2.312105263,38.20877814,Once there was Empire in a kingdom. He was so honest and a trustworthy one. Once her daughter was sick. She wants a kidney. So the empire comply that who is willing to donate a kidney can marry her daughter. A young Man was ready to donate the organ and he happily married the daughter of the empire.,0.742525341,0.871528351,0.86573737,0.764404293,0.948537182,0.838546508,0.787964608
8,organ-empire-comply,3.5,4,3,4,3,80,5.092142857,5.94,4.950246405,2.305405405,83.50363636,"In the creepy town of Husan there is a mighty empire. The empire runs the whole town and anyone who goes against the empire is punished severely. Everyone must comply to the rules no matter how bad they are. For example, If you are caught eating Ice cream, you must have an organ removed as a sacrifice to the empire. No way would I live here! the people who do can't live though, it is the golden rule. They m",0.746313113,0.903092672,0.894335094,0.771510913,0.966558874,0.856362133,0.814918683
9,organ-empire-comply,1,NA,1,NA,NA,49,6.52627551,5.805217391,5.517788403,2.351363636,104.04,"We soon became aware of just how devastating this health issue was. Getting an organ transplant in the middle of health crisis would be next to impossible. Devastated, we were left with no choice but to comply with the doctor's orders and turn off my father's life support. Th",0.820998949,0.907628742,0.91388118,0.758838694,0.985367944,0.877343102,0.811965639
10,organ-empire-comply,4,4,5,4,3,115,3.456521739,5.967663551,4.644424976,2.3372,61.79833723,"The man was pushed down by the officer. ""Comply or you'll be arrested"" the officer shouted. The man got up, shoved the officer and began to run. I won't surrender to this empire he thought. ""You won't take me alive"" he shouted. I can't believe that these people would be so sick he thought. They'd steal an organ of mine just for some small profit he contemplated. ""Not today"" he yelled. However, the officer was gaining ground. The officer lunged and tackled the man to the ground. The man fought back but it was too late. He raised his hand into the air only to see it dripping blood. What is going on he thought.",0.720157209,0.880625454,0.875078722,0.741068626,0.961596952,0.835705393,0.800684114
11,organ-empire-comply,3,2,3,4,3,72,5.759333333,5.864428571,5.228976555,2.324090909,73.803,"The evil empire controlled all aspects of Max's life.  So when he received notice to surrender his unused kidney, he knew he would have to comply.  But then a thought occurred to him, ""What if he refused to give the state his organ?  What if he declared that it was his personal right to refuse?""  He thumped his head low, knowing resistance is death and then they would have all his body",0.796615692,0.900409244,0.899324858,0.774016035,0.976034833,0.869280132,0.808092565
12,organ-empire-comply,2.5,2,3,3,2,59,7.3625,5.9,5.065059372,2.342407407,59,"The evil empire walked into the building.  They were about to make the local government comply with their laws.  As they walked into the room where the former leader was located, they could hear music coming from an organ. The music was familiar but the leader of the empire could not remember where he had heard that song before.",0.799676038,0.905735564,0.883483959,0.761201973,0.959364474,0.861892402,0.797927733
13,organ-empire-comply,3.25,3,3,4,3,75,7.566666667,5.853134328,5.320087281,2.327878788,87.37473684,The Huber Empire has had rule of North America since 2033.  They rule all the people in the land and have severe consequences for those who do not comply. It only took a couple times of the Empire using forced public organ donation to scare the citizens into following them. There hasn't been a revolt of the people in over a decade. Some people wonder if the Huber's will rule until the end of time.,0.801836099,0.89915787,0.896097332,0.732554749,0.965264896,0.858982189,0.808193966
14,organ-empire-comply,1,1,1,NA,NA,33,3.718409091,5.702068966,5.468613614,2.295483871,101.64,My wife was feeling unwell the whole of last week. He abdomen was painful. I took her for a scan to see which organ had a problem. She was diagonized with colon cancer.,0.751265699,0.885734156,0.883035557,0.771985652,0.993438501,0.857091913,0.793882491
15,organ-empire-comply,2.75,3,1,4,3,79,6.853012658,5.998405797,5.064383292,2.307083333,43.02929381,"Morgan was an employee of an underground organization. He was forced to comply with some shady business practices, but he was mostly fine with that. He was hoping to get a promotion for his work and was given a new task from his boss. Morgan was to get an organ from a man that would be coming in for a meeting at 4. Morgan wanted the promotion, but would he be able to get a kidney from this stranger?",0.786447491,0.905928257,0.899947592,0.76488031,0.969677138,0.865376158,0.788067272
16,organ-empire-comply,4.25,5,4,3,5,89,10.5767191,5.612048193,5.677274392,2.316419753,108,"The newspaper was finally going to shut its doors after more than a century of operation. It just wasn't trusted by the people anymore. It had long since begun to be viewed by the common citizen and popular culture as just another organ of propaganda for empire. The wave of socialist sentiment that has spread across young people has led to more awareness of these issues, and less likelihood that they will comply with unjustified orders or consuming propaganda in the news. It is a new chapter for democracy.",0.829036565,0.896357844,0.899415201,0.762123075,0.976603051,0.872707147,0.812724912
17,organ-empire-comply,3.25,3,4,3,3,45,7.042222222,5.730952381,5.507420221,2.323947368,56.7,The empire in Star wars tried to do some black market research that did not comply with normal standards. They tried to put human organs in droids to make cyborg like beings. After they realized it did not comply with standard droids and was inferior.,0.822934306,0.892319088,0.899247301,0.814340482,0.975581482,0.880884532,0.800959254
18,organ-empire-comply,4.5,4,4,5,5,93,5.934569892,5.605238095,5.088598084,2.318051948,80.48227053,"I looked with pride over my brand new Empire. Finally, there would be peace in the Galaxy. I nodded at a figure to my left, and they began to play the Imperial Theme on the organ. The notes rang out in the halls of the throne room and every knee bowed as I stood to my full height. I knew every soul in this room would comply with my every request. I held up a flattened palm and summoned a ball of lightning that caused purple shadows to dance along the palace walls.",0.840336577,0.921456368,0.916995674,0.837544358,0.980720013,0.899410598,0.814324789
19,organ-empire-comply,2.666666667,NA,2,4,2,60,9.713333333,5.971636364,4.790220097,2.336727273,61,"A treehouse has determined that he reached the empire goal he had set for himself.  With this goal, the treehouse is getting ready to set up his world's living standards so that everyone can comply with the new ruler.   When the new treehouse was given the microphone, an organ was playing, and everyone was excited about what was to come.",0.808602365,0.899438841,0.902602687,0.78371157,0.968538989,0.87257889,0.810262618
20,organ-empire-comply,4,5,3,4,4,76,6.795894737,5.725633803,5.386921146,2.295362319,85.12,"After seeing the list of donors, it gave Jessica a sense of relief. Grateful is a word that could not express how she felt. She had gained faith  people would comply and be ready to volunteer their organ in a transplant to save her life. Her family members did not meet the specifications, but these donors did. For her, she felt like a queen in an empire of worthy citizens ready to aid her well being.",0.814575491,0.909520059,0.910300726,0.783169972,0.978800012,0.879273252,0.812085313
21,organ-empire-comply,3.75,3,4,4,4,81,5.116975309,5.68046875,5.309886168,2.307424242,27.15820313,"I found myself in a strange land in my dreams. I was a lowly subject in a powerful empire. I was told I would be donating an organ to my leader. If I did not comply I would be beheaded and my organ would be removed anyway. As I was being led to have my head removed (as I would not comply) I awoke in a pool of sweat. But, I was wishing I knew which organ I was to donate!",0.832224856,0.914561204,0.913032269,0.850881467,0.976110829,0.897362125,0.785825687
22,organ-empire-comply,2.75,2,3,4,2,57,6.528903509,5.891111111,5.138231845,2.371730769,69.97846154,"The organ rang loudly throughout the Empire.  It was set on a system of loudspeakers that the residents had come to know very well.  When they heard the organ play, they knew it was time to comply with the Districts demands and gather together in the community lot.  Someone had been wronged and now someone would pay.",0.79199329,0.898423981,0.895754686,0.745175361,0.97494468,0.861258399,0.813945513
23,organ-empire-comply,3.5,3,4,4,3,66,7.472272727,5.812666667,5.169641585,2.36,53.39440433,"A wealthy business man had a bad kidney and needed a new organ. Because he was a wealthy business man who owed an empire the hospital didn't want to comply with the normal rules and regulations. The wealthy man was moved to the top of the list, over people who have been waiting for years. As a result the businessman lived and many more people died.",0.781817353,0.894708324,0.889925331,0.731968234,0.971536588,0.853991166,0.799370539
24,organ-empire-comply,3.25,3,3,3,4,69,6.209391304,5.64359375,5.362456396,2.322419355,98,"John sat at his organ playing an old song he had learned as a child while he pondered the situation. He thought about his vast empire, and the wealth he had created over a lifetime. It was all crumbling around him though. He now had to comply with the request made by attorneys in a big lawsuit to release damning company documents. He feared that he's soon be broke.",0.8197327,0.917304346,0.906121569,0.780277142,0.984388099,0.881564771,0.81087365
25,organ-empire-comply,2,1,3,3,1,45,5.226666667,5.51195122,5.739466501,2.301538462,56.22909091,"The evil tyrant had a terrible idea. He was going to create a forced organ ""donation"" scheme. All the subjects in his kingdom would be forced to comply. He'd make them ""donate"" their organs at will. He laughed as he imagined the empire he'd create!",0.806415174,0.895270929,0.89401598,0.774993074,0.959680409,0.866075113,0.789927956
26,organ-empire-comply,3.75,3,3,5,4,62,5.994387097,5.769152542,5.079332679,2.332857143,76.88,The local high school put on a school play for the parents and friends of the kids. They had created an elaborate setting complete with an accompanying organ. The audience was in awe when a young man was on stage reciting his lines. Sternly he pronounced that it was time for everyone to comply and join the empire. The audience went wild.,0.813925719,0.904228674,0.893100993,0.773483957,0.968364539,0.870620776,0.803910182
27,organ-empire-comply,3.5,3,4,4,3,71,8.783204225,5.83703125,5.097487729,2.326666667,64.15431977,"The sounds of the church organ resounded loudly through the small village church. The pastor looked around and thought to himself ""I have created an empire built on good will and service to others."" Then he quickly thought, ""but I must also comply with my own religion's concepts of humility and not put forth such grandiose ideas such as the building of an empire, even if only to myself."" The pasto",0.790923692,0.887534258,0.882477832,0.781218862,0.965680872,0.861567103,0.822404166
28,organ-empire-comply,4.75,5,4,5,5,96,10.48666667,5.678068182,5.210602442,2.329756098,85.91248003,"The empire gained power over the decades, engulfing neighboring countries, sometimes with war, sometimes with treaties. Those who did not comply found their lands salted and burned, and so they quickly learned to bend the knee. All learned to live under the control of the empire, but little did they know that it had been founded by a ghoul who required a steady supply of bodies so that it could have the organs it required for sustenance. It ate the people's hearts, and skulked in the catacombs beneath the palace at night, plotting its next conquest.",0.837904346,0.898804418,0.905873422,0.844005977,0.985745119,0.894466657,0.832720537
29,organ-empire-comply,NaN,NA,NA,NA,NA,26,12.25,5.553478261,5.99181998,2.291304348,51.03,i want to donate the organ empire decision in my life His refusal to comply with the pope's injunctions led to a renewal of the war,0.879663736,0.885805933,0.913011768,0.826261388,0.982423224,0.89743321,0.786061335
30,organ-empire-comply,3.333333333,NA,1,5,4,90,5.337777778,6.195862069,4.593366615,2.343292683,41.50611621,"An organ was needed and there was not time. The doctor looked around the room and knew that the patient was at the end of the road. Without a kidney, the patient would die. He looked at the nurse and told him that it was an emergency and they needed to remove the doctors kidney ASAP. The nurse had to comply, because the last nurse to not follow orders from a doctor was killed. Time are rough now, but you have to do what you have to do for survival.",0.742100627,0.879929078,0.890494032,0.752816307,0.940419502,0.841151909,0.794135359
31,organ-empire-comply,4.25,5,5,3,4,69,6.380405797,5.738095238,5.165904422,2.303548387,39.82051123,There once was a crazy organ player in New York. He had a dream of creating a wild empire of musicians. He tried to hypnotize others in the city to get them to comply with his orders and create a reign of musicians in the city. He used his organ and music to hypnotize them and take control. He succeeded and had a long rule of bad organ music.,0.795682138,0.896615474,0.884714976,0.777843671,0.964902749,0.863951802,0.790057027
